sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
206	1	ChatGPT 4	prompt3	0.15	[0.9177343845367432]	[0.9371033310890198]	0.92731773853302	71.3160690491461	[0.9213322401046753]
207	1	ChatGPT 4	prompt3	0.15	[0.9350051879882812]	[0.9564419984817505]	0.9456021189689636	86.53111463573524	[0.9328785538673401]
208	1	ChatGPT 4	prompt3	0.15	[0.9385669827461243]	[0.9597117304801941]	0.949021577835083	87.00665868602285	[0.9269314408302307]
209	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9901397824287415]
210	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
211	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
212	1	ChatGPT 4	prompt3	0.15	[0.8034791350364685]	[0.8395698070526123]	0.8211280703544617	54.86538873990243	[0.8450947403907776]
213	1	ChatGPT 4	prompt3	0.15	[0.8015820980072021]	[0.7822839021682739]	0.7918154001235962	43.41342671311544	[0.713182270526886]
214	1	ChatGPT 4	prompt3	0.15	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
215	1	ChatGPT 4	prompt3	0.15	[0.9644705057144165]	[0.9526711702346802]	0.9585345387458801	88.34939395476782	[0.91374272108078]
216	1	ChatGPT 4	prompt3	0.15	[0.8855957388877869]	[0.8782284259796143]	0.8818966746330261	65.88856890110705	[0.8973721861839294]
217	1	ChatGPT 4	prompt3	0.15	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
218	1	ChatGPT 4	prompt3	0.15	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9922457933425903]
219	1	ChatGPT 4	prompt3	0.15	[0.819337010383606]	[0.7709434032440186]	0.7944039106369019	19.606028646367022	[0.7333870530128479]
220	1	ChatGPT 4	prompt3	0.15	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9827466607093811]
221	1	ChatGPT 4	prompt3	0.15	[0.8763319253921509]	[0.8389758467674255]	0.8572471737861633	37.24378826549468	[0.8041785955429077]
222	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
223	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
224	1	ChatGPT 4	prompt3	0.15	[0.8543023467063904]	[0.8685837984085083]	0.8613839149475098	61.832320445964896	[0.8609930872917175]
225	1	ChatGPT 4	prompt3	0.15	[0.8593987226486206]	[0.8772268891334534]	0.8682212233543396	76.586637193981	[0.9130933880805969]
226	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
227	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
228	1	ChatGPT 4	prompt3	0.15	[0.732332706451416]	[0.7871602773666382]	0.7587573528289795	62.06647041588435	[0.8396087884902954]
229	1	ChatGPT 4	prompt3	0.15	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
230	1	ChatGPT 4	prompt3	0.15	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
231	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
232	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
233	1	ChatGPT 4	prompt3	0.15	[0.9222905039787292]	[0.8441290259361267]	0.8814805150032043	48.55294506589449	[0.8780743479728699]
234	1	ChatGPT 4	prompt3	0.15	[0.825825035572052]	[0.8531911373138428]	0.839285135269165	45.745179778435315	[0.8306315541267395]
235	1	ChatGPT 4	prompt3	0.15	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
236	1	ChatGPT 4	prompt3	0.15	[0.8015859127044678]	[0.7921006679534912]	0.7968150973320007	45.688038008726984	[0.8600417375564575]
237	1	ChatGPT 4	prompt3	0.15	[0.8076528310775757]	[0.8150529861450195]	0.8113360404968262	54.55906550091505	[0.8752732872962952]
238	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9924197196960449]
239	1	ChatGPT 4	prompt3	0.15	[0.9636726379394531]	[0.9417636394500732]	0.952592134475708	80.81804351443806	[0.9778714179992676]
240	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
241	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
242	1	ChatGPT 4	prompt3	0.15	[0.8460254073143005]	[0.8558369874954224]	0.8509029150009155	60.05691257318	[0.862831175327301]
243	1	ChatGPT 4	prompt3	0.15	[0.9430810213088989]	[0.9235898852348328]	0.9332337379455566	80.38349038147028	[0.9747996926307678]
244	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
245	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
246	1	ChatGPT 4	prompt3	0.15	[0.732332706451416]	[0.7871602773666382]	0.7587573528289795	62.06647041588435	[0.8396087884902954]
247	1	ChatGPT 4	prompt3	0.15	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
248	1	ChatGPT 4	prompt3	0.15	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
249	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
250	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
251	1	ChatGPT 4	prompt3	0.15	[0.7961407899856567]	[0.7420105338096619]	0.768123209476471	16.823511214503945	[0.8660023212432861]
252	1	ChatGPT 4	prompt3	0.15	[0.701714813709259]	[0.6832284927368164]	0.692348301410675	22.307691356135834	[0.5545452237129211]
253	1	ChatGPT 4	prompt3	0.15	[0.8857085108757019]	[0.803007960319519]	0.8423332571983337	46.22426730176962	[0.8800676465034485]
254	1	ChatGPT 4	prompt3	0.15	[0.8799692988395691]	[0.7952302098274231]	0.8354565501213074	46.92208694035156	[0.8656558990478516]
255	1	ChatGPT 4	prompt3	0.15	[0.7760748863220215]	[0.672862708568573]	0.7207926511764526	27.025978365337327	[0.635461151599884]
256	1	ChatGPT 4	prompt3	0.15	[0.7349522709846497]	[0.6738128662109375]	0.7030559182167053	45.62586038787539	[0.6067230701446533]
257	1	ChatGPT 4	prompt3	0.15	[0.7298965454101562]	[0.6607003211975098]	0.6935768127441406	37.352602634947516	[0.5205622315406799]
258	1	ChatGPT 4	prompt3	0.15	[0.874269962310791]	[0.8042859435081482]	0.83781898021698	40.94067155020216	[0.8381888270378113]
259	1	ChatGPT 4	prompt3	0.15	[0.937495231628418]	[0.853861391544342]	0.8937259912490845	68.07669366425702	[0.8293523788452148]
260	1	ChatGPT 4	prompt3	0.15	[0.6967949271202087]	[0.6252549290657043]	0.6590893268585205	26.338462356921045	[0.45416077971458435]
261	1	ChatGPT 4	prompt3	0.15	[0.8548495769500732]	[0.7436777353286743]	0.7953978180885315	52.56606858188497	[0.8320652842521667]
262	1	ChatGPT 4	prompt3	0.15	[0.8153977990150452]	[0.7000206112861633]	0.7533169984817505	47.119995087509146	[0.5745314359664917]
263	1	ChatGPT 4	prompt3	0.15	[0.8028439283370972]	[0.7312303185462952]	0.7653656005859375	48.34039672176914	[0.7839785218238831]
264	1	ChatGPT 4	prompt3	0.15	[0.7606339454650879]	[0.7099897861480713]	0.7344398498535156	7.849293563579278	[0.7138785123825073]
265	1	ChatGPT 4	prompt3	0.15	[0.7078399062156677]	[0.7169929146766663]	0.7123870253562927	22.842041758919933	[0.89605313539505]
266	1	ChatGPT 4	prompt3	0.15	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
267	1	ChatGPT 4	prompt3	0.15	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
0	1	ChatGPT 4	prompt2	0	[0.8215030431747437]	[0.7867215871810913]	0.8037362098693848	44.89533503704946	[0.9076057076454163]
1	1	ChatGPT 4	prompt2	0	[0.9784585237503052]	[0.9829313158988953]	0.9806898832321167	86.79387547974578	[0.928398072719574]
2	1	ChatGPT 4	prompt2	0	[0.8706847429275513]	[0.8543950319290161]	0.8624629378318787	65.99624789767317	[0.8766531944274902]
3	1	ChatGPT 4	prompt2	0	[0.8536964654922485]	[0.8008254766464233]	0.8264161944389343	60.56417765218944	[0.9125834703445435]
4	1	ChatGPT 4	prompt2	0	[0.8550270199775696]	[0.8493075966835022]	0.8521577715873718	72.50298889109187	[0.8695617318153381]
5	1	ChatGPT 4	prompt2	0	[0.8404167890548706]	[0.7411051392555237]	0.787642776966095	42.70274456946094	[0.46144846081733704]
6	1	ChatGPT 4	prompt2	0	[0.7624491453170776]	[0.8460675477981567]	0.8020849227905273	75.99993887873693	[0.6989839673042297]
7	1	ChatGPT 4	prompt2	0	[0.8161811828613281]	[0.779054582118988]	0.7971858382225037	63.072241569192336	[0.8775427937507629]
8	1	ChatGPT 4	prompt2	0	[0.8477473258972168]	[0.7998191714286804]	0.8230860829353333	64.67395077413666	[0.9529666900634766]
9	1	ChatGPT 4	prompt2	0	[0.8627148270606995]	[0.8191616535186768]	0.8403743505477905	57.94010800368915	[0.9305104613304138]
10	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
11	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
12	1	ChatGPT 4	prompt2	0	[0.7339533567428589]	[0.7598798871040344]	0.7466915845870972	56.09484973074979	[0.8287000060081482]
13	1	ChatGPT 4	prompt2	0	[0.8981038331985474]	[0.8861571550369263]	0.8920904994010925	68.95137115007081	[0.8271260261535645]
14	1	ChatGPT 4	prompt2	0	[0.9032649993896484]	[0.8607043027877808]	0.8814712166786194	72.2478332738714	[0.9255456924438477]
15	1	ChatGPT 4	prompt2	0	[0.9286923408508301]	[0.8980339169502258]	0.9131059050559998	77.06368302203043	[0.9357179999351501]
16	1	ChatGPT 4	prompt2	0	[0.939639151096344]	[0.9104636311531067]	0.9248213171958923	79.24709022145319	[0.9524208307266235]
17	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9820597171783447]
18	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
19	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
20	1	ChatGPT 4	prompt2	0	[0.8453896641731262]	[0.8137605786323547]	0.8292736411094666	52.9042840595997	[0.7450717687606812]
21	1	ChatGPT 4	prompt2	0	[0.8986186981201172]	[0.8467584252357483]	0.8719181418418884	52.979950778351736	[0.7363336682319641]
22	1	ChatGPT 4	prompt2	0	[0.9501892328262329]	[0.9623778462409973]	0.9562446475028992	88.26166534904476	[0.9438521862030029]
23	1	ChatGPT 4	prompt2	0	[0.874744713306427]	[0.8734554648399353]	0.874099612236023	32.436107241211545	[0.7758765816688538]
24	1	ChatGPT 4	prompt2	0	[0.8857182264328003]	[0.864745557308197]	0.8751062750816345	56.702434543991274	[0.8074201345443726]
25	1	ChatGPT 4	prompt2	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9909891486167908]
26	1	ChatGPT 4	prompt2	0	[0.7476550936698914]	[0.7458131909370422]	0.7467330098152161	38.95622986686957	[0.8358811736106873]
27	1	ChatGPT 4	prompt2	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9837085604667664]
28	1	ChatGPT 4	prompt2	0	[0.7813712954521179]	[0.8737788796424866]	0.8249955177307129	38.00376884265436	[0.9233179688453674]
29	1	ChatGPT 4	prompt2	0	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9875254034996033]
30	1	ChatGPT 4	prompt2	0	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
31	1	ChatGPT 4	prompt2	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
32	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
33	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
34	1	ChatGPT 4	prompt2	0	[0.9768310189247131]	[0.9734431505203247]	0.9751341342926025	79.7401064360567	[0.8992356657981873]
35	1	ChatGPT 4	prompt2	0	[0.9380950927734375]	[0.8965564370155334]	0.9168555736541748	66.98416072776357	[0.9083383679389954]
36	1	ChatGPT 4	prompt2	0	[0.9144510626792908]	[0.9189732074737549]	0.9167065620422363	66.25971193950686	[0.7452948093414307]
37	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
38	1	ChatGPT 4	prompt2	0	[0.9099483489990234]	[0.9231492877006531]	0.9165012240409851	68.38133830980408	[0.9063510298728943]
39	1	ChatGPT 4	prompt2	0	[0.828330934047699]	[0.8055676817893982]	0.8167906999588013	47.87436165948606	[0.8479206562042236]
40	1	ChatGPT 4	prompt2	0	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
41	1	ChatGPT 4	prompt2	0	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
42	1	ChatGPT 4	prompt2	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
43	1	ChatGPT 4	prompt2	0	[0.7080310583114624]	[0.7059944868087769]	0.7070112824440002	4.870441458733206	[0.6200313568115234]
44	1	ChatGPT 4	prompt2	0	[0.7200900316238403]	[0.7109230756759644]	0.7154771685600281	6.220421870858088	[0.5397232174873352]
45	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
46	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
47	1	ChatGPT 4	prompt2	0	[0.918220043182373]	[0.9287158250808716]	0.9234381318092346	68.5256889057238	[0.8936678767204285]
48	1	ChatGPT 4	prompt2	0	[0.9635806083679199]	[0.9579743146896362]	0.9607692360877991	76.00004297523994	[0.9458139538764954]
49	1	ChatGPT 4	prompt2	0	[0.9079351425170898]	[0.8673744201660156]	0.8871914148330688	71.23902402413714	[0.8913924098014832]
50	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
51	1	ChatGPT 4	prompt2	0	[0.8335941433906555]	[0.8523719310760498]	0.842878520488739	37.20315114896623	[0.8912271857261658]
52	1	ChatGPT 4	prompt2	0	[0.8735438585281372]	[0.8529346585273743]	0.8631162047386169	52.85415404851792	[0.8634909987449646]
53	1	ChatGPT 4	prompt2	0	[0.9507479667663574]	[0.9638041853904724]	0.9572315216064453	73.17088515377122	[0.9673736691474915]
54	1	ChatGPT 4	prompt2	0	[0.9310860633850098]	[0.9412651658058167]	0.936147928237915	67.76472852709833	[0.9446495175361633]
55	1	ChatGPT 4	prompt2	0	[0.929360032081604]	[0.9271845817565918]	0.9282710552215576	67.90699213432762	[0.9443936347961426]
56	1	ChatGPT 4	prompt2	0	[0.913557767868042]	[0.8802210092544556]	0.8965796232223511	50.731123453953366	[0.9225537776947021]
57	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
58	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
59	1	ChatGPT 4	prompt2	0	[0.8403788805007935]	[0.8854936361312866]	0.8623465895652771	68.57138606330996	[0.900113046169281]
60	1	ChatGPT 4	prompt2	0	[0.7699960470199585]	[0.7322885990142822]	0.7506691217422485	20.79312865497076	[0.5228792428970337]
61	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9810548424720764]
62	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9905698895454407]
63	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9877201914787292]
64	1	ChatGPT 4	prompt2	0	[0.9276845455169678]	[0.9276845455169678]	0.9276845455169678	62.80962491153574	[0.8611641526222229]
65	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
66	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
67	1	ChatGPT 4	prompt2	0	[0.9531142711639404]	[0.9265991449356079]	0.939669668674469	64.00562631864523	[0.950827956199646]
68	1	ChatGPT 4	prompt2	0	[0.8618096709251404]	[0.8393446207046509]	0.8504288196563721	48.39804788493595	[0.814344048500061]
69	1	ChatGPT 4	prompt2	0	[0.8198351860046387]	[0.8103546500205994]	0.8150672912597656	42.92930789974634	[0.5673925280570984]
70	1	ChatGPT 4	prompt2	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907765984535217]
71	1	ChatGPT 4	prompt2	0	[0.8918931484222412]	[0.8961085677146912]	0.8939958214759827	73.3894644366642	[0.9253643155097961]
72	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9750762581825256]
73	1	ChatGPT 4	prompt2	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9916960597038269]
74	1	ChatGPT 4	prompt2	0	[0.8917655348777771]	[0.9081770777702332]	0.899896502494812	54.74121863135861	[0.9565933346748352]
75	1	ChatGPT 4	prompt2	0	[0.76711106300354]	[0.76711106300354]	0.76711106300354	19.332925566238984	[0.8135027289390564]
76	1	ChatGPT 4	prompt2	0	[0.8120322227478027]	[0.7856553792953491]	0.7986260652542114	25.02558363384822	[0.9295548796653748]
77	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
78	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
79	1	ChatGPT 4	prompt2	0	[0.9424571990966797]	[0.8973191976547241]	0.9193344712257385	75.01240546137652	[0.829511821269989]
80	1	ChatGPT 4	prompt2	0	[0.8613631725311279]	[0.864773154258728]	0.8630648255348206	49.463540010949664	[0.7851483225822449]
81	1	ChatGPT 4	prompt2	0	[0.7666717767715454]	[0.7568389773368835]	0.7617236971855164	40.365516331280816	[0.698030412197113]
82	1	ChatGPT 4	prompt2	0	[0.8032009601593018]	[0.7930614948272705]	0.7980990409851074	47.48896149444862	[0.799564003944397]
83	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9820341467857361]
84	1	ChatGPT 4	prompt2	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9840215444564819]
85	1	ChatGPT 4	prompt2	0	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
86	1	ChatGPT 4	prompt2	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
87	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
88	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt2	0	[0.8499946594238281]	[0.7504080533981323]	0.7971029281616211	44.4835762770142	[0.8155869841575623]
90	1	ChatGPT 4	prompt2	0	[0.8613631725311279]	[0.864773154258728]	0.8630648255348206	49.463540010949664	[0.7851483225822449]
91	1	ChatGPT 4	prompt2	0	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt2	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt2	0	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt2	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
96	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt2	0	[0.8627794981002808]	[0.8396831750869751]	0.8510746955871582	61.138898879782765	[0.8804330229759216]
100	1	ChatGPT 4	prompt2	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt2	0	[0.8532504439353943]	[0.8265244364738464]	0.8396748304367065	58.8185586838898	[0.890158474445343]
102	1	ChatGPT 4	prompt2	0	[0.7770918011665344]	[0.7988954782485962]	0.7878427505493164	52.65500124457344	[0.9351183772087097]
103	1	ChatGPT 4	prompt2	0	[0.7668271660804749]	[0.7898980379104614]	0.7781916260719299	52.65500124457344	[0.9228652119636536]
104	1	ChatGPT 4	prompt2	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9896733164787292]
105	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
106	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt2	0	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt2	0	[0.9323157072067261]	[0.9505850672721863]	0.9413617849349976	81.64975875749052	[0.9384567737579346]
109	1	ChatGPT 4	prompt2	0	[0.8090184926986694]	[0.7950881123542786]	0.8019927740097046	46.46618759711896	[0.9123072028160095]
110	1	ChatGPT 4	prompt2	0	[0.9819961786270142]	[0.9819961786270142]	0.9819961786270142	84.67438655578525	[0.9642909169197083]
111	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
112	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt2	0	[0.9495998024940491]	[0.9389668107032776]	0.9442533850669861	86.41559078617509	[0.9129464030265808]
114	1	ChatGPT 4	prompt2	0	[0.9772573113441467]	[0.989866316318512]	0.9835214018821716	94.45281019937777	[0.9614576697349548]
115	1	ChatGPT 4	prompt2	0	[0.8024858832359314]	[0.754250705242157]	0.7776210308074951	33.50741407316266	[0.5535832047462463]
116	1	ChatGPT 4	prompt2	0	[0.8971158266067505]	[0.8228244185447693]	0.8583657145500183	53.012714220161925	[0.932470977306366]
117	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt2	0	[0.9801735877990723]	[0.9801735877990723]	0.9801735877990723	89.14119902462402	[0.9489423036575317]
119	1	ChatGPT 4	prompt2	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
120	1	ChatGPT 4	prompt2	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt2	0	[0.8417379856109619]	[0.8508549332618713]	0.8462719321250916	53.805372202580735	[0.8654190897941589]
122	1	ChatGPT 4	prompt2	0	[0.755835771560669]	[0.7243485450744629]	0.7397572994232178	32.05105899126435	[0.5971978306770325]
123	1	ChatGPT 4	prompt2	0	[0.8989184498786926]	[0.874333381652832]	0.8864555358886719	60.2469086305971	[0.9266742467880249]
